"REC_NO","COLL_DATE","GRAINSIZE","SOIL_HORIZ","SETTING","RELIEF","VEG","LATITUDE","LONGITUDE","HUC_8","TYPEDESC","SOURCE","STUDY","PH","P_ICP40","C_TOT","C_ORG","Date","P_mgkg","Depth","surface","min_depth","max_depth","max_depth_est"
"ST011337","20040507","","0-6 in","farm","","crops",40.04587,-84.39003,5080001,"SOIL","Soil","",NA,0.073,NA,NA,2004-05-07,730,"0-6","0-6",0,6,6
"ST011342","20040508","","9-18 in","farm","","crops",40.11267,-84.07111,5080001,"SOIL","Soil","",NA,0.042,NA,NA,2004-05-08,420,"9-18","9-18",9,18,18
"ST011342","20040508","","0-6 in","farm","","crops",40.11267,-84.07111,5080001,"SOIL","Soil","",NA,0.047,NA,NA,2004-05-08,470,"0-6","0-6",0,6,6
"ST011379","20040507","","7-16 in","woods","","trees",40.16478,-84.79929,5080001,"SOIL","Soil","",NA,0.019,NA,NA,2004-05-07,190,"7-16","7-16",7,16,16
"ST011379","20040507","","0-5 in","woods","","trees",40.16478,-84.79929,5080001,"SOIL","Soil","",NA,0.049,NA,NA,2004-05-07,490,"0-5","0-5",0,5,5
"ST011359","20040507","","9-16 in","farm","","grass",40.26304,-84.63353,5080001,"SOIL","Soil","",NA,0.028,NA,NA,2004-05-07,280,"9-16","9-16",9,16,16
"ST011359","20040507","","0-6 in","farm","","grass",40.26304,-84.63353,5080001,"SOIL","Soil","",NA,0.049,NA,NA,2004-05-07,490,"0-6","0-6",0,6,6
"ST011368","20040507","","8-16 in","farm","","crops",40.22788,-84.32242,5080001,"SOIL","Soil","",NA,0.035,NA,NA,2004-05-07,350,"8-16","8-16",8,16,16
"ST011368","20040507","","0-6 in","farm","","crops",40.22788,-84.32242,5080001,"SOIL","Soil","",NA,0.04,NA,NA,2004-05-07,400,"0-6","0-6",0,6,6
"ST011391","20040507","","8-16 in","farm","","crops",40.25471,-84.36283,5080001,"SOIL","Soil","",NA,0.043,NA,NA,2004-05-07,430,"8-16","8-16",8,16,16
"ST011391","20040507","","0-6 in","farm","","crops",40.25471,-84.36283,5080001,"SOIL","Soil","",NA,0.037,NA,NA,2004-05-07,370,"0-6","0-6",0,6,6
"ST011358","20040507","","8-16 in","farm","","crops",40.25452,-84.36287,5080001,"SOIL","Soil","",NA,0.03,NA,NA,2004-05-07,300,"8-16","8-16",8,16,16
"ST011358","20040507","","0-6 in","farm","","crops",40.25452,-84.36287,5080001,"SOIL","Soil","",NA,0.039,NA,NA,2004-05-07,390,"0-6","0-6",0,6,6
"ST011381","20040508","","8-16 in","farm","","crops",40.23531,-84.15622,5080001,"SOIL","Soil","",NA,0.048,NA,NA,2004-05-08,480,"8-16","8-16",8,16,16
"ST011381","20040508","","0-6 in","farm","","crops",40.23531,-84.15622,5080001,"SOIL","Soil","",NA,0.083,NA,NA,2004-05-08,830,"0-6","0-6",0,6,6
"ST011370","20040508","","9-16 in","farm","","crops",40.17898,-84.1647,5080001,"SOIL","Soil","",NA,0.016,NA,NA,2004-05-08,160,"9-16","9-16",9,16,16
"ST011370","20040508","","0-6 in","farm","","crops",40.17898,-84.1647,5080001,"SOIL","Soil","",NA,0.039,NA,NA,2004-05-08,390,"0-6","0-6",0,6,6
"ST011343","20040508","","9-16 in","farm","","crops",40.17919,-84.16466,5080001,"SOIL","Soil","",NA,0.038,NA,NA,2004-05-08,380,"9-16","9-16",9,16,16
"ST011343","20040508","","0-6 in","farm","","crops",40.17919,-84.16466,5080001,"SOIL","Soil","",NA,0.036,NA,NA,2004-05-08,360,"0-6","0-6",0,6,6
"ST011376","20040507","","9-17 in","farm","","crops",40.31247,-84.79379,5120103,"SOIL","Soil","",NA,0.041,NA,NA,2004-05-07,410,"9-17","9-17",9,17,17
"ST011376","20040507","","0-6 in","farm","","crops",40.31247,-84.79379,5120103,"SOIL","Soil","",NA,0.05,NA,NA,2004-05-07,500,"0-6","0-6",0,6,6
"ST011350","20040507","","8-16 in","farm","","crops",40.32408,-84.61043,5120101,"SOIL","Soil","",NA,0.026,NA,NA,2004-05-07,260,"8-16","8-16",8,16,16
"ST011350","20040507","","0-6 in","farm","","crops",40.32408,-84.61043,5120101,"SOIL","Soil","",NA,0.055,NA,NA,2004-05-07,550,"0-6","0-6",0,6,6
"ST011344","20040507","","9-18 in","woods","","trees",40.3495,-84.39312,5080001,"SOIL","Soil","",NA,0.08,NA,NA,2004-05-07,800,"9-18","9-18",9,18,18
"ST011344","20040507","","0-6 in","woods","","trees",40.3495,-84.39312,5080001,"SOIL","Soil","",NA,0.09,NA,NA,2004-05-07,900,"0-6","0-6",0,6,6
"ST011336","20040508","","9-16 in","farm","","crops",40.30948,-84.05847,5080001,"SOIL","Soil","",NA,0.032,NA,NA,2004-05-08,320,"9-16","9-16",9,16,16
"ST011336","20040508","","0-6 in","farm","","crops",40.30948,-84.05847,5080001,"SOIL","Soil","",NA,0.047,NA,NA,2004-05-08,470,"0-6","0-6",0,6,6
"ST011366","20040508","","8-16 in","woods","","trees",40.46611,-84.53374,5120101,"SOIL","Soil","",NA,0.023,NA,NA,2004-05-08,230,"8-16","8-16",8,16,16
"ST011366","20040508","","0-6 in","woods","","trees",40.46611,-84.53374,5120101,"SOIL","Soil","",NA,0.062,NA,NA,2004-05-08,620,"0-6","0-6",0,6,6
"ST011348","20040508","","8-15 in","woods","","trees",40.46541,-84.38393,4100004,"SOIL","Soil","",NA,0.03,NA,NA,2004-05-08,300,"8-15","8-15",8,15,15
"ST011348","20040508","","0-5 in","woods","","trees",40.46541,-84.38393,4100004,"SOIL","Soil","",NA,0.052,NA,NA,2004-05-08,520,"0-5","0-5",0,5,5
"ST011355","20040508","","9-18 in","farm","","crops",40.53339,-84.03857,5080001,"SOIL","Soil","",NA,0.04,NA,NA,2004-05-08,400,"9-18","9-18",9,18,18
"ST011355","20040508","","0-6 in","farm","","crops",40.53339,-84.03857,5080001,"SOIL","Soil","",NA,0.062,NA,NA,2004-05-08,620,"0-6","0-6",0,6,6
"ST009826","20040520","","8-16 in","farm","","crops",40.69812,-84.47607,4100007,"SOIL","Soil","",NA,0.029,NA,NA,2004-05-20,290,"8-16","8-16",8,16,16
"ST009826","20040520","","0-6 in","farm","","crops",40.69812,-84.47607,4100007,"SOIL","Soil","",NA,0.036,NA,NA,2004-05-20,360,"0-6","0-6",0,6,6
"ST009840","20040508","","10-18 in","farm","","crops",40.58031,-84.28583,4100004,"SOIL","Soil","",NA,0.072,NA,NA,2004-05-08,720,"10-18","10-18",10,18,18
"ST009840","20040508","","0-6 in","farm","","crops",40.58031,-84.28583,4100004,"SOIL","Soil","",NA,0.099,NA,NA,2004-05-08,990,"0-6","0-6",0,6,6
"ST009837","20040508","","9-18 in","farm","","crops",40.61455,-84.17047,4100007,"SOIL","Soil","",NA,0.064,NA,NA,2004-05-08,640,"9-18","9-18",9,18,18
"ST009837","20040508","","0-6 in","farm","","crops",40.61455,-84.17047,4100007,"SOIL","Soil","",NA,0.112,NA,NA,2004-05-08,1120,"0-6","0-6",0,6,6
"ST009831","20040520","","8-17 in","meadow","","grass",40.82318,-84.7047,4100007,"SOIL","Soil","",NA,0.073,NA,NA,2004-05-20,730,"8-17","8-17",8,17,17
"ST009831","20040520","","1-6 in","meadow","","grass",40.82318,-84.7047,4100007,"SOIL","Soil","",NA,0.067,NA,NA,2004-05-20,670,"1-6","1-6",1,6,6
"ST009860","20040520","","9-17 in","farm","","crops/grass",40.76937,-84.48373,4100007,"SOIL","Soil","",NA,0.032,NA,NA,2004-05-20,320,"9-17","9-17",9,17,17
"ST009860","20040520","","0-6 in","farm","","crops/grass",40.76937,-84.48373,4100007,"SOIL","Soil","",NA,0.065,NA,NA,2004-05-20,650,"0-6","0-6",0,6,6
"ST009822","20040520","","10-18 in","farm","","crops",40.76401,-84.3021,4100007,"SOIL","Soil","",NA,0.053,NA,NA,2004-05-20,530,"10-18","10-18",10,18,18
"ST009822","20040520","","0-8 in","farm","","crops",40.76401,-84.3021,4100007,"SOIL","Soil","",NA,0.05,NA,NA,2004-05-20,500,"0-8","0-8",0,8,8
"ST009827","20040520","","8-16 in","urban","","grass",40.755,-84.19796,4100007,"SOIL","Soil","",NA,0.045,NA,NA,2004-05-20,450,"8-16","8-16",8,16,16
"ST009827","20040520","","0-6 in","urban","","grass",40.755,-84.19796,4100007,"SOIL","Soil","",NA,0.09,NA,NA,2004-05-20,900,"0-6","0-6",0,6,6
"ST009839","20040520","","7-17 in","woods","","trees",40.88083,-84.78361,4100007,"SOIL","Soil","",NA,0.021,NA,NA,2004-05-20,210,"7-17","7-17",7,17,17
"ST009839","20040520","","0-5 in","woods","","trees",40.88083,-84.78361,4100007,"SOIL","Soil","",NA,0.072,NA,NA,2004-05-20,720,"0-5","0-5",0,5,5
"ST009835","20040520","","8-17 in","woods","","trees",40.92033,-84.49578,4100007,"SOIL","Soil","",NA,0.067,NA,NA,2004-05-20,670,"8-17","8-17",8,17,17
"ST009835","20040520","","0-6 in","woods","","trees",40.92033,-84.49578,4100007,"SOIL","Soil","",NA,0.122,NA,NA,2004-05-20,1220,"0-6","0-6",0,6,6
"ST009829","20040520","","8-17 in","farm","","crops",40.89948,-84.43745,4100007,"SOIL","Soil","",NA,0.061,NA,NA,2004-05-20,610,"8-17","8-17",8,17,17
"ST009829","20040520","","0-6 in","farm","","crops",40.89948,-84.43745,4100007,"SOIL","Soil","",NA,0.088,NA,NA,2004-05-20,880,"0-6","0-6",0,6,6
"ST009838","20040520","","9-18 in","meadow","","grass",40.88156,-84.02742,4100008,"SOIL","Soil","",NA,0.048,NA,NA,2004-05-20,480,"9-18","9-18",9,18,18
"ST009838","20040520","","0-6 in","meadow","","grass",40.88156,-84.02742,4100008,"SOIL","Soil","",NA,0.082,NA,NA,2004-05-20,820,"0-6","0-6",0,6,6
"ST009797","20040527","","10-18 in","meadow","","grass",41.03027,-83.82178,4100008,"SOIL","Soil","",NA,0.094,NA,NA,2004-05-27,940,"10-18","10-18",10,18,18
"ST009797","20040527","","0-8 in","meadow","","grass",41.03027,-83.82178,4100008,"SOIL","Soil","",NA,0.107,NA,NA,2004-05-27,1070,"0-8","0-8",0,8,8
"ST009766","20040527","","10-17 in","woods","","shrubs/trees",41.13427,-83.63207,4100010,"SOIL","Soil","",NA,0.03,NA,NA,2004-05-27,300,"10-17","10-17",10,17,17
"ST009766","20040527","","0-8 in","woods","","shrubs/trees",41.13427,-83.63207,4100010,"SOIL","Soil","",NA,0.104,NA,NA,2004-05-27,1040,"0-8","0-8",0,8,8
"ST009783","20040528","","8-16 in","woods","","trees",41.0476,-83.38119,4100008,"SOIL","Soil","",NA,0.036,NA,NA,2004-05-28,360,"8-16","8-16",8,16,16
"ST009783","20040528","","0-6 in","woods","","trees",41.0476,-83.38119,4100008,"SOIL","Soil","",NA,0.087,NA,NA,2004-05-28,870,"0-6","0-6",0,6,6
"ST009771","20040528","","8-16 in","woods","","trees",41.0441,-83.28728,4100011,"SOIL","Soil","",NA,0.037,NA,NA,2004-05-28,370,"8-16","8-16",8,16,16
"ST009771","20040528","","0-6 in","woods","","trees",41.0441,-83.28728,4100011,"SOIL","Soil","",NA,0.066,NA,NA,2004-05-28,660,"0-6","0-6",0,6,6
"ST009769","20040528","","9-16 in","meadow","","grass",41.02356,-82.96848,4100011,"SOIL","Soil","",NA,0.024,NA,NA,2004-05-28,240,"9-16","9-16",9,16,16
"ST009769","20040528","","0-7 in","meadow","","grass",41.02356,-82.96848,4100011,"SOIL","Soil","",NA,0.046,NA,NA,2004-05-28,460,"0-7","0-7",0,7,7
"ST010775","20040529","","8-16 in","woods","","trees",41.03066,-82.75183,4100012,"SOIL","Soil","",NA,0.022,NA,NA,2004-05-29,220,"8-16","8-16",8,16,16
"ST010775","20040529","","0-6 in","woods","","trees",41.03066,-82.75183,4100012,"SOIL","Soil","",NA,0.047,NA,NA,2004-05-29,470,"0-6","0-6",0,6,6
"ST010745","20031106","","10-17 in","farm","","crops",41.0933,-82.51059,4100012,"SOIL","Soil","",NA,0.027,NA,NA,2003-11-06,270,"10-17","10-17",10,17,17
"ST010745","20031106","","0-8 in","farm","","crops",41.0933,-82.51059,4100012,"SOIL","Soil","",NA,0.056,NA,NA,2003-11-06,560,"0-8","0-8",0,8,8
"ST010735","20031106","","8-16 in","woods","","shrubs/trees",41.13099,-82.41026,4100012,"SOIL","Soil","",NA,0.031,NA,NA,2003-11-06,310,"8-16","8-16",8,16,16
"ST010735","20031106","","0-6 in","woods","","shrubs/trees",41.13099,-82.41026,4100012,"SOIL","Soil","",NA,0.064,NA,NA,2003-11-06,640,"0-6","0-6",0,6,6
"ST010724","20040528","","8-15 in","meadow","","grass",41.15507,-83.96063,4100009,"SOIL","Soil","",NA,0.022,NA,NA,2004-05-28,220,"8-15","8-15",8,15,15
"ST010724","20040528","","0-6 in","meadow","","grass",41.15507,-83.96063,4100009,"SOIL","Soil","",NA,0.054,NA,NA,2004-05-28,540,"0-6","0-6",0,6,6
"ST010732","20040527","","7-10 in","meadow","","grass",41.24048,-83.63245,4100010,"SOIL","Soil","",NA,0.096,NA,NA,2004-05-27,960,"7-10","7-10",7,10,10
"ST010732","20040527","","0-6 in","meadow","","grass",41.24048,-83.63245,4100010,"SOIL","Soil","",NA,0.112,NA,NA,2004-05-27,1120,"0-6","0-6",0,6,6
"ST010717","20040527","","11-18 in","farm","","grass",41.2545,-83.43721,4100010,"SOIL","Soil","",NA,0.034,NA,NA,2004-05-27,340,"11-18","11-18",11,18,18
"ST010717","20040527","","0-8 in","farm","","grass",41.2545,-83.43721,4100010,"SOIL","Soil","",NA,0.048,NA,NA,2004-05-27,480,"0-8","0-8",0,8,8
"ST010746","20040528","","11-18 in","meadow","","grass",41.2264,-83.14211,4100011,"SOIL","Soil","",NA,0.04,NA,NA,2004-05-28,400,"11-18","11-18",11,18,18
"ST010746","20040528","","0-8 in","meadow","","grass",41.2264,-83.14211,4100011,"SOIL","Soil","",NA,0.076,NA,NA,2004-05-28,760,"0-8","0-8",0,8,8
"ST010749","20040528","","10-17 in","meadow","","crops/grass",41.18319,-83.03808,4100011,"SOIL","Soil","",NA,0.05,NA,NA,2004-05-28,500,"10-17","10-17",10,17,17
"ST010749","20040528","","0-8 in","meadow","","crops/grass",41.18319,-83.03808,4100011,"SOIL","Soil","",NA,0.047,NA,NA,2004-05-28,470,"0-8","0-8",0,8,8
"ST010726","20040528","","9-16 in","woods","","trees",41.15974,-82.85373,4100012,"SOIL","Soil","",NA,0.019,NA,NA,2004-05-28,190,"9-16","9-16",9,16,16
"ST010726","20040528","","0-6 in","woods","","trees",41.15974,-82.85373,4100012,"SOIL","Soil","",NA,0.059,NA,NA,2004-05-28,590,"0-6","0-6",0,6,6
"ST010760","20040529","","12-19 in","meadow","","grass",41.16727,-82.6297,4100012,"SOIL","Soil","",NA,0.055,NA,NA,2004-05-29,550,"12-19","12-19",12,19,19
"ST010760","20040529","","0-8 in","meadow","","grass",41.16727,-82.6297,4100012,"SOIL","Soil","",NA,0.058,NA,NA,2004-05-29,580,"0-8","0-8",0,8,8
"ST010734","20040529","","10-18 in","farm","","crops",41.20356,-82.28011,4110001,"SOIL","Soil","",NA,0.036,NA,NA,2004-05-29,360,"10-18","10-18",10,18,18
"ST010734","20040529","","0-8 in","farm","","crops",41.20356,-82.28011,4110001,"SOIL","Soil","",NA,0.069,NA,NA,2004-05-29,690,"0-8","0-8",0,8,8
"ST010770","20040529","","10-18 in","farm","","crops",41.18209,-82.0812,4110001,"SOIL","Soil","",NA,0.04,NA,NA,2004-05-29,400,"10-18","10-18",10,18,18
"ST010770","20040529","","0-8 in","farm","","crops",41.18209,-82.0812,4110001,"SOIL","Soil","",NA,0.043,NA,NA,2004-05-29,430,"0-8","0-8",0,8,8
"ST010750","20040527","","10-17 in","farm","","crops",41.37087,-83.82683,4100009,"SOIL","Soil","",NA,0.058,NA,NA,2004-05-27,580,"10-17","10-17",10,17,17
"ST010750","20040527","","0-8 in","farm","","crops",41.37087,-83.82683,4100009,"SOIL","Soil","",NA,0.093,NA,NA,2004-05-27,930,"0-8","0-8",0,8,8
"ST010720","20040527","","10-17 in","farm","","crops",41.30907,-83.59032,4100010,"SOIL","Soil","",NA,0.026,NA,NA,2004-05-27,260,"10-17","10-17",10,17,17
"ST010720","20040527","","0-8 in","farm","","crops",41.30907,-83.59032,4100010,"SOIL","Soil","",NA,0.06,NA,NA,2004-05-27,600,"0-8","0-8",0,8,8
"ST010744","20040527","","11-18 in","farm","","crops",41.31076,-83.48082,4100010,"SOIL","Soil","",NA,0.07,NA,NA,2004-05-27,700,"11-18","11-18",11,18,18
"ST010744","20040527","","0-8 in","farm","","crops",41.31076,-83.48082,4100010,"SOIL","Soil","",NA,0.091,NA,NA,2004-05-27,910,"0-8","0-8",0,8,8
"ST010740","20040528","","8-16 in","meadow","","grass",41.39429,-83.24625,4100011,"SOIL","Soil","",NA,0.059,NA,NA,2004-05-28,590,"8-16","8-16",8,16,16
"ST010740","20040528","","0-6 in","meadow","","grass",41.39429,-83.24625,4100011,"SOIL","Soil","",NA,0.07,NA,NA,2004-05-28,700,"0-6","0-6",0,6,6
"ST010753","20040528","","12-20 in","meadow","","grass",41.37801,-83.0604,4100011,"SOIL","Soil","",NA,0.056,NA,NA,2004-05-28,560,"12-20","12-20",12,20,20
"ST010753","20040528","","0-8 in","meadow","","grass",41.37801,-83.0604,4100011,"SOIL","Soil","",NA,0.072,NA,NA,2004-05-28,720,"0-8","0-8",0,8,8
"ST010767","20040529","","0-8 in","meadow","","grass/shrubs",41.32344,-82.74911,4100011,"SOIL","Soil","",NA,0.087,NA,NA,2004-05-29,870,"0-8","0-8",0,8,8
"ST010727","20040529","","9-16 in","meadow/farm","","grass",41.35345,-82.60215,4100012,"SOIL","Soil","",NA,0.059,NA,NA,2004-05-29,590,"9-16","9-16",9,16,16
"ST010727","20040529","","0-7 in","meadow/farm","","grass",41.35345,-82.60215,4100012,"SOIL","Soil","",NA,0.057,NA,NA,2004-05-29,570,"0-7","0-7",0,7,7
"ST011572","20040529","","11-18 in","meadow","","grass",41.32685,-82.35578,4100012,"SOIL","Soil","",NA,0.042,NA,NA,2004-05-29,420,"11-18","11-18",11,18,18
"ST011572","20040529","","0-8 in","meadow","","grass",41.32685,-82.35578,4100012,"SOIL","Soil","",NA,0.082,NA,NA,2004-05-29,820,"0-8","0-8",0,8,8
"ST011585","20040610","","11-18 in","meadow","","crops/trees",41.41312,-82.18322,4110001,"SOIL","Soil","",NA,0.061,NA,NA,2004-06-10,610,"11-18","11-18",11,18,18
"ST011585","20040610","","0-8 in","meadow","","crops/trees",41.41312,-82.18322,4110001,"SOIL","Soil","",NA,0.051,NA,NA,2004-06-10,510,"0-8","0-8",0,8,8
"ST011596","20040526","","10-18 in","meadow/farm","","grass",41.54414,-83.92493,4100009,"SOIL","Soil","",NA,0.041,NA,NA,2004-05-26,410,"10-18","10-18",10,18,18
"ST011596","20040526","","0-8 in","meadow/farm","","grass",41.54414,-83.92493,4100009,"SOIL","Soil","",NA,0.096,NA,NA,2004-05-26,960,"0-8","0-8",0,8,8
"ST011583","20040526","","12-19 in","suburban","","grass",41.55435,-83.7542,4100009,"SOIL","Soil","",NA,0.07,NA,NA,2004-05-26,700,"12-19","12-19",12,19,19
"ST011583","20040526","","0-8 in","suburban","","grass",41.55435,-83.7542,4100009,"SOIL","Soil","",NA,0.073,NA,NA,2004-05-26,730,"0-8","0-8",0,8,8
"ST011599","20040526","","10-18 in","farm","","crops",41.47255,-83.48763,4100010,"SOIL","Soil","",NA,0.059,NA,NA,2004-05-26,590,"10-18","10-18",10,18,18
"ST011599","20040526","","0-7 in","farm","","crops",41.47255,-83.48763,4100010,"SOIL","Soil","",NA,0.086,NA,NA,2004-05-26,860,"0-7","0-7",0,7,7
"ST011564","20040526","","10-17 in","farm","","crops",41.48582,-83.14722,4100010,"SOIL","Soil","",NA,0.032,NA,NA,2004-05-26,320,"10-17","10-17",10,17,17
"ST011564","20040526","","0-8 in","farm","","crops",41.48582,-83.14722,4100010,"SOIL","Soil","",NA,0.061,NA,NA,2004-05-26,610,"0-8","0-8",0,8,8
"ST011573","20040526","","10-18 in","farm/urban","","crops",41.50016,-82.94168,4100010,"SOIL","Soil","",NA,0.055,NA,NA,2004-05-26,550,"10-18","10-18",10,18,18
"ST011573","20040526","","0-8 in","farm/urban","","crops",41.50016,-82.94168,4100010,"SOIL","Soil","",NA,0.084,NA,NA,2004-05-26,840,"0-8","0-8",0,8,8
"ST011592","20040526","","10-18 in","meadow","","grass",41.68797,-83.91188,4100001,"SOIL","Soil","",NA,0.064,NA,NA,2004-05-26,640,"10-18","10-18",10,18,18
"ST011592","20040526","","0-7 in","meadow","","grass",41.68797,-83.91188,4100001,"SOIL","Soil","",NA,0.105,NA,NA,2004-05-26,1050,"0-7","0-7",0,7,7
"ST011604","20040526","","12-20 in","urban","","shrubs/trees",41.68604,-83.72938,4100001,"SOIL","Soil","",NA,0.057,NA,NA,2004-05-26,570,"12-20","12-20",12,20,20
"ST011604","20040526","","0-6 in","urban","","shrubs/trees",41.68604,-83.72938,4100001,"SOIL","Soil","",NA,0.074,NA,NA,2004-05-26,740,"0-6","0-6",0,6,6
"ST011577","20040526","","10-17 in","urban","","grass",41.67016,-83.506,4100009,"SOIL","Soil","",NA,0.096,NA,NA,2004-05-26,960,"10-17","10-17",10,17,17
"ST011577","20040526","","0-8 in","urban","","grass",41.67016,-83.506,4100009,"SOIL","Soil","",NA,0.101,NA,NA,2004-05-26,1010,"0-8","0-8",0,8,8
"ST011613","20040526","","10-17 in","farm","","crops",41.66135,-83.30994,4100010,"SOIL","Soil","",NA,0.072,NA,NA,2004-05-26,720,"10-17","10-17",10,17,17
"ST011613","20040526","","0-8 in","farm","","crops",41.66135,-83.30994,4100010,"SOIL","Soil","",NA,0.113,NA,NA,2004-05-26,1130,"0-8","0-8",0,8,8
"ST011578","20040526","","10-18 in","farm","","crops",41.59034,-83.19481,4100010,"SOIL","Soil","",NA,0.065,NA,NA,2004-05-26,650,"10-18","10-18",10,18,18
"ST011578","20040526","","0-7 in","farm","","crops",41.59034,-83.19481,4100010,"SOIL","Soil","",NA,0.091,NA,NA,2004-05-26,910,"0-7","0-7",0,7,7
"ST011588","20040526","","10-18 in","farm","","crops",41.59036,-83.1951,4100010,"SOIL","Soil","",NA,0.038,NA,NA,2004-05-26,380,"10-18","10-18",10,18,18
"ST011588","20040526","","0-7 in","farm","","crops",41.59036,-83.1951,4100010,"SOIL","Soil","",NA,0.072,NA,NA,2004-05-26,720,"0-7","0-7",0,7,7
"ST010305","20040728","","1-1 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.038,NA,NA,2004-07-28,380,"1-1","1-1",1,1,1
"ST010305","20040728","","1-1 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.038,NA,NA,2004-07-28,380,"1-1","1-1",1,1,1
"ST010305","20040728","","2-2 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.04,NA,NA,2004-07-28,400,"2-2","2-2",2,2,2
"ST010305","20040728","","2-2 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.044,NA,NA,2004-07-28,440,"2-2","2-2",2,2,2
"ST010305","20040728","","3-3 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.041,NA,NA,2004-07-28,410,"3-3","3-3",3,3,3
"ST010305","20040728","","4-4 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.037,NA,NA,2004-07-28,370,"4-4","4-4",4,4,4
"ST010305","20040728","","5-5 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.036,NA,NA,2004-07-28,360,"5-5","5-5",5,5,5
"ST010305","20040728","","6-6 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.045,NA,NA,2004-07-28,450,"6-6","6-6",6,6,6
"ST010305","20040728","","8-8 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.039,NA,NA,2004-07-28,390,"8-8","8-8",8,8,8
"ST010305","20040728","","9-9 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.036,NA,NA,2004-07-28,360,"9-9","9-9",9,9,9
"ST010305","20040728","","10-10 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.014,NA,NA,2004-07-28,140,"10-10","10-10",10,10,10
"ST010305","20040728","","10-10 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.031,NA,NA,2004-07-28,310,"10-10","10-10",10,10,10
"ST010305","20040728","","11-12 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.034,NA,NA,2004-07-28,340,"11-12","11-12",11,12,12
"ST010305","20040728","","13-13 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.041,NA,NA,2004-07-28,410,"13-13","13-13",13,13,13
"ST010305","20040728","","15-15 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.024,NA,NA,2004-07-28,240,"15-15","15-15",15,15,15
"ST010305","20040728","","15-15 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.021,NA,NA,2004-07-28,210,"15-15","15-15",15,15,15
"ST010305","20040728","","16-16 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.039,NA,NA,2004-07-28,390,"16-16","16-16",16,16,16
"ST010305","20040728","","1-1 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.036,NA,NA,2004-07-28,360,"1-1","1-1",1,1,1
"ST010305","20040728","","5-5 in","farm","","crops, grass",39.90797,-84.69861,5080002,"SOIL","Soil","",NA,0.042,NA,NA,2004-07-28,420,"5-5","5-5",5,5,5
"ST011292","20040819","","1-1 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.041,NA,NA,2004-08-19,410,"1-1","1-1",1,1,1
"ST011292","20040819","","4-4 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.041,NA,NA,2004-08-19,410,"4-4","4-4",4,4,4
"ST011292","20040819","","6-6 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.043,NA,NA,2004-08-19,430,"6-6","6-6",6,6,6
"ST011292","20040819","","8-8 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.027,NA,NA,2004-08-19,270,"8-8","8-8",8,8,8
"ST011292","20040820","","13-13 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.054,NA,NA,2004-08-20,540,"13-13","13-13",13,13,13
"ST011292","20040820","","15-15 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.035,NA,NA,2004-08-20,350,"15-15","15-15",15,15,15
"ST011292","20040820","","17-17 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.042,NA,NA,2004-08-20,420,"17-17","17-17",17,17,17
"ST011292","20040820","","18-18 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.049,NA,NA,2004-08-20,490,"18-18","18-18",18,18,18
"ST011292","20040820","","20-20 in","farm/suburban","","crops, grass",39.87669,-84.67666,5080002,"SOIL","Soil","",NA,0.064,NA,NA,2004-08-20,640,"20-20","20-20",20,20,20
