"REC_NO","COLL_DATE","GRAINSIZE","SOIL_HORIZ","SETTING","RELIEF","VEG","LATITUDE","LONGITUDE","HUC_8","TYPEDESC","SOURCE","STUDY","PH","P_ICP40","C_TOT","C_ORG","Date","P_mgkg","Depth","surface","min_depth","max_depth","max_depth_est"
"CR000422","20010726","","","","","tundra",61.96081,-165.3045,19040805,"SOIL","Soil","",NA,0.09,NA,NA,2001-07-26,900,"","",NA,NA,12
"CR000423","20010728","","","","","grass",61.18235,-163.63484,19030502,"SOIL","Soil","",NA,0.1,NA,NA,2001-07-28,1000,"","",NA,NA,12
"CR000427","20010803","","","","","dry tundra",57.97905,-157.45499,19030202,"SOIL","Soil","",NA,0.13,NA,NA,2001-08-03,1300,"","",NA,NA,12
"CR000428","20010803","","","","","dry tundra",57.6192,-157.40923,19030202,"SOIL","Soil","",NA,0.125,NA,NA,2001-08-03,1250,"","",NA,NA,12
"CR000430","20010804","","","","","gross,moss,lichen,berries,tundr",60.30077,-161.64291,19030502,"SOIL","Soil","",NA,0.06,NA,NA,2001-08-04,600,"","",NA,NA,12
"CR000431","20010802","","","","","grass,berries",60.54738,-161.36865,19030502,"SOIL","Soil","",NA,0.108,NA,NA,2001-08-02,1080,"","",NA,NA,12
"CR000434","20010803","","","","","",59.86809,-161.97778,19030502,"SOIL","Soil","",NA,0.041,NA,NA,2001-08-03,410,"","",NA,NA,12
"CR000435","20010726","","","","","",61.97225,-165.38268,19040805,"SOIL","Soil","",NA,0.077,NA,NA,2001-07-26,770,"","",NA,NA,12
"CR000436","20010726","","","tundra","","tundra",61.8075,-164.60425,19040805,"SOIL","Soil","",NA,0.095,NA,NA,2001-07-26,950,"","",NA,NA,12
"CR000437","20010726","","","","","",61.87824,-164.63777,19040805,"SOIL","Soil","",NA,0.086,NA,NA,2001-07-26,860,"","",NA,NA,12
"CR000439","20010802","","","","","dry tundra",58.19708,-157.37917,19030203,"SOIL","Soil","",NA,0.135,NA,NA,2001-08-02,1350,"","",NA,NA,12
"CR000444","20010802","","","","","grass,moss,tundra",60.70934,-162.842,19030502,"SOIL","Soil","",NA,0.086,NA,NA,2001-08-02,860,"","",NA,NA,12
"CR000445","20010803","","","","","tall grass, marsh",60.46053,-162.56209,19030502,"SOIL","Soil","",NA,0.09,NA,NA,2001-08-03,900,"","",NA,NA,12
"CR000446","20010804","","","","","",60.96397,-162.02595,19030502,"SOIL","Soil","",NA,0.09,NA,NA,2001-08-04,900,"","",NA,NA,12
"CR000451","20010804","","","","","moss,lychen",59.87039,-161.43021,19030502,"SOIL","Soil","",NA,0.099,NA,NA,2001-08-04,990,"","",NA,NA,12
"CR000453","20010727","","","","","highland",61.40174,-164.54025,19040805,"SOIL","Soil","",NA,0.095,NA,NA,2001-07-27,950,"","",NA,NA,12
"CR000454","20010727","","","","","highland",61.40174,-164.54025,19040805,"SOIL","Soil","",NA,0.095,NA,NA,2001-07-27,950,"","",NA,NA,12
"CR000458","20010812","","","","","grassland tundra",60.13303,-156.28447,19030302,"SOIL","Soil","",NA,0.063,NA,NA,2001-08-12,630,"","",NA,NA,12
"CR000459","20010813","","","","","grassy tundra",60.93167,-156.41203,19030404,"SOIL","Soil","",NA,0.126,NA,NA,2001-08-13,1260,"","",NA,NA,12
"CR000465","20010726","","","meadow","","grass, flowers",61.924,-165.7093,19040805,"SOIL","Soil","",NA,0.14,NA,NA,2001-07-26,1400,"","",NA,NA,12
"CR000466","20010722","","","","","",62.94642,-164.74908,19040805,"SOIL","Soil","",NA,0.099,NA,NA,2001-07-22,990,"","",NA,NA,12
"CR000467","20010723","","","","","brush tundra",62.87485,-163.92465,19040805,"SOIL","Soil","",NA,0.086,NA,NA,2001-07-23,860,"","",NA,NA,12
"CR000468","20010804","","","","","moss,lichen,peat",61.02945,-163.05824,19030502,"SOIL","Soil","",NA,0.072,NA,NA,2001-08-04,720,"","",NA,NA,12
"CR000470","20010724","","","","","wet tundra",58.977,-158.04843,19030303,"SOIL","Soil","",NA,0.059,NA,NA,2001-07-24,590,"","",NA,NA,12
"CR000474","20010804","","","","","grass/moss/lichen",60.76062,-161.93886,19030502,"SOIL","Soil","",NA,0.063,NA,NA,2001-08-04,630,"","",NA,NA,12
"CR000475","20010804","","","","","",60.28205,-161.14342,19030502,"SOIL","Soil","",NA,0.108,NA,NA,2001-08-04,1080,"","",NA,NA,12
"CR000485","20010803","","","","","marsh,high grass",59.96259,-162.05084,19030502,"SOIL","Soil","",NA,0.108,NA,NA,2001-08-03,1080,"","",NA,NA,12
"CR000486","20010723","","","","","",62.79483,-163.71553,19040805,"SOIL","Soil","",NA,0.05,NA,NA,2001-07-23,500,"","",NA,NA,12
"CR000487","20010724","","","","","generic",62.45348,-163.38809,19040805,"SOIL","Soil","",NA,0.08,NA,NA,2001-07-24,800,"","",NA,NA,12
"CR000497","20010803","","","","","",59.63738,-161.4687,19030502,"SOIL","Soil","",NA,0.095,NA,NA,2001-08-03,950,"","",NA,NA,12
"CR000498","20010727","","","","","",61.80157,-166.09818,19040805,"SOIL","Soil","",NA,0.085,NA,NA,2001-07-27,850,"","",NA,NA,12
"CR000500","20010727","","","","","marsh,tundra",61.34839,-164.33983,19040805,"SOIL","Soil","",NA,0.08,NA,NA,2001-07-27,800,"","",NA,NA,12
"CR000501","20010727","","","","","marsh,tundra",61.34839,-164.33983,19040805,"SOIL","Soil","",NA,0.08,NA,NA,2001-07-27,800,"","",NA,NA,12
"CR000502","20010805","","","","","moss, lichen",61.42508,-162.01299,19030502,"SOIL","Soil","",NA,0.065,NA,NA,2001-08-05,650,"","",NA,NA,12
"CR000504","20010806","","","","","dry tundra",58.84948,-158.49885,19030303,"SOIL","Soil","",NA,0.08,NA,NA,2001-08-06,800,"","",NA,NA,12
"CR000505","20010812","","","","","tundra",60.4565,-158.44465,19030404,"SOIL","Soil","",NA,0.05,NA,NA,2001-08-12,500,"","",NA,NA,12
"CR000506","20010810","","","","","tundra/alder",60.29033,-158.3456,19030301,"SOIL","Soil","",NA,0.12,NA,NA,2001-08-10,1200,"","",NA,NA,12
"CR000507","20010804","","","","","",60.03174,-161.74908,19030502,"SOIL","Soil","",NA,0.07,NA,NA,2001-08-04,700,"","",NA,NA,12
"CR000508","20010804","","","","","peat,grass,moss",60.95522,-163.19736,19030502,"SOIL","Soil","",NA,0.085,NA,NA,2001-08-04,850,"","",NA,NA,12
"CR000509","20010803","","","","","moss,lichen,tundra",60.21347,-162.8614,19030502,"SOIL","Soil","",NA,0.075,NA,NA,2001-08-03,750,"","",NA,NA,12
"CR000512","20010723","","","","","moss",62.95089,-163.39264,19040805,"SOIL","Soil","",NA,0.065,NA,NA,2001-07-23,650,"","",NA,NA,12
"CR000513","20010726","","","","","tundra",61.96932,-164.94582,19040805,"SOIL","Soil","",NA,0.09,NA,NA,2001-07-26,900,"","",NA,NA,12
"CR000515","20010727","","","","","dry tundra",58.54985,-157.07191,19030203,"SOIL","Soil","",NA,0.085,NA,NA,2001-07-27,850,"","",NA,NA,12
"CR000517","20010806","","","","","dry tundra",58.87608,-158.88551,19030304,"SOIL","Soil","",NA,0.09,NA,NA,2001-08-06,900,"","",NA,NA,12
"CR000519","20010813","","","","","low brush/alder tundra",60.27392,-156.22557,19030302,"SOIL","Soil","",NA,0.055,NA,NA,2001-08-13,550,"","",NA,NA,12
"CR000520","20010804","","","","","YES",60.96641,-161.72832,19030502,"SOIL","Soil","",NA,0.08,NA,NA,2001-08-04,800,"","",NA,NA,12
"CR000521","20010803","","","","","moss,lichen,tundra",60.4682,-162.84842,19030502,"SOIL","Soil","",NA,0.075,NA,NA,2001-08-03,750,"","",NA,NA,12
"CR000527","20010726","","","","","",61.76824,-165.80093,19040805,"SOIL","Soil","",NA,0.075,NA,NA,2001-07-26,750,"","",NA,NA,12
"CR000528","20010727","","","","","grass",61.19166,-165.38988,19040805,"SOIL","Soil","",NA,0.095,NA,NA,2001-07-27,950,"","",NA,NA,12
"CR000529","20010805","","","","","moss,peat,lichen",61.02212,-162.0139,19030502,"SOIL","Soil","",NA,0.06,NA,NA,2001-08-05,600,"","",NA,NA,12
"CR000530","20010805","","","","","moss,peat,lichen",61.02212,-162.0139,19030502,"SOIL","Soil","",NA,0.065,NA,NA,2001-08-05,650,"","",NA,NA,12
"CR000536","20010803","","","","","marsh",60.53604,-162.65842,19030502,"SOIL","Soil","",NA,0.07,NA,NA,2001-08-03,700,"","",NA,NA,12
"CR000537","20010803","","","","","",60.46371,-162.07111,19030502,"SOIL","Soil","",NA,0.075,NA,NA,2001-08-03,750,"","",NA,NA,12
"CR000543","20010726","","","","","marsh",61.35662,-165.39043,19040805,"SOIL","Soil","",NA,0.08,NA,NA,2001-07-26,800,"","",NA,NA,12
"CR000544","20010725","","","","","grass,moss,tundra",62.29296,-164.71887,19040805,"SOIL","Soil","",NA,0.09,NA,NA,2001-07-25,900,"","",NA,NA,12
"CR000545","20010727","","","","","tundra",61.46114,-164.28714,19040805,"SOIL","Soil","",NA,0.125,NA,NA,2001-07-27,1250,"","",NA,NA,12
"CR000546","20010805","","","","","",61.14214,-162.26948,19030502,"SOIL","Soil","",NA,0.095,NA,NA,2001-08-05,950,"","",NA,NA,12
"CR000549","20010723","","","","","",58.53903,-159.10038,19030305,"SOIL","Soil","",NA,0.075,NA,NA,2001-07-23,750,"","",NA,NA,12
"CR000552","20010803","","","","","dry tundra",57.35829,-158.02752,19030202,"SOIL","Soil","",NA,0.145,NA,NA,2001-08-03,1450,"","",NA,NA,12
"CR000553","20010725","","","","","grass",62.32687,-165.39561,19040805,"SOIL","Soil","",NA,0.095,NA,NA,2001-07-25,950,"","",NA,NA,12
"CR000556","20010727","","","","","grass",61.2963,-165.26471,19040805,"SOIL","Soil","",NA,0.105,NA,NA,2001-07-27,1050,"","",NA,NA,12
"CR000557","20010802","","","","","dry tundra",58.37019,-157.47786,19030203,"SOIL","Soil","",NA,0.055,NA,NA,2001-08-02,550,"","",NA,NA,12
"CR000559","20010805","","","","","peat moss",61.41271,-161.69766,19030502,"SOIL","Soil","",NA,0.085,NA,NA,2001-08-05,850,"","",NA,NA,12
"CR000563","20010803","","","grass, dry tundra","","grass, dry tundra",57.52767,-157.7616,19030202,"SOIL","Soil","",NA,0.14,NA,NA,2001-08-03,1400,"","",NA,NA,12
"CR000565","20010803","","","","","marsh",60.29229,-162.35373,19030502,"SOIL","Soil","",NA,0.08,NA,NA,2001-08-03,800,"","",NA,NA,12
"CR000566","20010725","","","","","grass",62.13336,-165.0358,19040805,"SOIL","Soil","",NA,0.095,NA,NA,2001-07-25,950,"","",NA,NA,12
"CR000571","20010729","","","","","dry tundra",59.2924,-156.28795,19030206,"SOIL","Soil","",NA,0.055,NA,NA,2001-07-29,550,"","",NA,NA,12
"CR000573","20010726","","","","","tundra",61.62795,-165.37648,19040805,"SOIL","Soil","",NA,0.085,NA,NA,2001-07-26,850,"","",NA,NA,12
"CR000574","20010723","","","","","",62.70503,-163.38644,19040805,"SOIL","Soil","",NA,0.07,NA,NA,2001-07-23,700,"","",NA,NA,12
"CR000575","20010724","","","","","moss",62.54866,-163.09294,19040805,"SOIL","Soil","",NA,0.095,NA,NA,2001-07-24,950,"","",NA,NA,12
"CR000577","20010804","","","","","moss, lichen,peat",61.03749,-161.7421,19030502,"SOIL","Soil","",NA,0.085,NA,NA,2001-08-04,850,"","",NA,NA,12
"CR000580","20010804","","","","","grass,moss,lichen,tundra",60.37546,-161.44572,19030502,"SOIL","Soil","",NA,0.06,NA,NA,2001-08-04,600,"","",NA,NA,12
"CR000581","20010804","","","","","moss/lichen/spruce trees",60.45754,-161.14166,19030502,"SOIL","Soil","",NA,0.12,NA,NA,2001-08-04,1200,"","",NA,NA,12
"CR000586","20010725","","","","","high grass marsh",62.04692,-165.75529,19040805,"SOIL","Soil","",NA,0.12,NA,NA,2001-07-25,1200,"","",NA,NA,12
"CR000587","20010724","","","","","marsh",62.37823,-164.07335,19040805,"SOIL","Soil","",NA,0.09,NA,NA,2001-07-24,900,"","",NA,NA,12
"CR000588","20010728","","","","","grass tundra",61.02822,-164.26981,19040805,"SOIL","Soil","",NA,0.095,NA,NA,2001-07-28,950,"","",NA,NA,12
"CR000590","20010805","","","","","moss, lichen,berries,birch,dogw",61.30421,-161.92142,19030502,"SOIL","Soil","",NA,0.14,NA,NA,2001-08-05,1400,"","",NA,NA,12
"CR000592","20010802","","","","","wet/dry tundra",57.37645,-157.37288,19030202,"SOIL","Soil","",NA,0.095,NA,NA,2001-08-02,950,"","",NA,NA,12
"CR000595","20010804","","","","","moss,lichen",60.97303,-162.66194,19030502,"SOIL","Soil","",NA,0.115,NA,NA,2001-08-04,1150,"","",NA,NA,12
"CR000599","20010725","","","","","grass,tundra",62.04798,-164.94258,19040805,"SOIL","Soil","",NA,0.095,NA,NA,2001-07-25,950,"","",NA,NA,12
"CR000600","20010724","","","","","grass",62.53093,-164.88707,19040805,"SOIL","Soil","",NA,0.105,NA,NA,2001-07-24,1050,"","",NA,NA,12
"CR000601","20010724","","","","","grass",62.53093,-164.88707,19040805,"SOIL","Soil","",NA,0.105,NA,NA,2001-07-24,1050,"","",NA,NA,12
"CR000603","20010728","","","","","grass tundra",61.1441,-163.61028,19030502,"SOIL","Soil","",NA,0.075,NA,NA,2001-07-28,750,"","",NA,NA,12
"CR000605","20010805","","","","","",61.39057,-161.53156,19030502,"SOIL","Soil","",NA,0.105,NA,NA,2001-08-05,1050,"","",NA,NA,12
"CR000610","20010804","","","","","moss,lichen,peat",60.97033,-162.9495,19030502,"SOIL","Soil","",NA,0.065,NA,NA,2001-08-04,650,"","",NA,NA,12
"CR000614","20010726","","","","","grass, marsh",61.70216,-165.39502,19040805,"SOIL","Soil","",NA,0.07,NA,NA,2001-07-26,700,"","",NA,NA,12
"CR000615","20010724","","","","","generic",62.62855,-164.72482,19040805,"SOIL","Soil","",NA,0.085,NA,NA,2001-07-24,850,"","",NA,NA,12
"CR000616","20010724","","","","","grass",62.53114,-164.88614,19040805,"SOIL","Soil","",NA,0.09,NA,NA,2001-07-24,900,"","",NA,NA,12
"CR000617","20010724","","","","","grass",62.36537,-163.94986,19040805,"SOIL","Soil","",NA,0.06,NA,NA,2001-07-24,600,"","",NA,NA,12
"CR000620","20010724","","","dry tundra","","dry tundra",58.81892,-158.21095,19030303,"SOIL","Soil","",NA,0.05,NA,NA,2001-07-24,500,"","",NA,NA,12
"CR000622","20010802","","","","","dry tundra",57.69478,-157.18618,19030202,"SOIL","Soil","",NA,0.145,NA,NA,2001-08-02,1450,"","",NA,NA,12
"CR000623","20010803","","","","","lycler",60.39221,-161.93401,19030502,"SOIL","Soil","",NA,0.085,NA,NA,2001-08-03,850,"","",NA,NA,12
"CR000626","20010725","","","","","marsh,tundra",62.3041,-165.04131,19040805,"SOIL","Soil","",NA,0.08,NA,NA,2001-07-25,800,"","",NA,NA,12
"CR000630","20010803","","","","","grass,marsh,tundra",59.99918,-162.84821,19030502,"SOIL","Soil","",NA,0.08,NA,NA,2001-08-03,800,"","",NA,NA,12
"CR000631","20010724","","","","","",62.45182,-164.9438,19040805,"SOIL","Soil","",NA,0.08,NA,NA,2001-07-24,800,"","",NA,NA,12
"CR000632","20010725","","","","","marsh",62.29806,-163.74741,19040805,"SOIL","Soil","",NA,0.07,NA,NA,2001-07-25,700,"","",NA,NA,12
"CR000633","20010805","","","","","",61.20232,-163.00082,19030502,"SOIL","Soil","",NA,0.1,NA,NA,2001-08-05,1000,"","",NA,NA,12
"CR000634","20010802","","","","","dry tundra",58.03013,-157.48982,19030203,"SOIL","Soil","",NA,0.09,NA,NA,2001-08-02,900,"","",NA,NA,12
"CR000639","20010801","","","","","dry tundra",56.64209,-159.36186,19030201,"SOIL","Soil","",NA,0.14,NA,NA,2001-08-01,1400,"","",NA,NA,12
"CR000641","20010725","","","","","grass,moss,tundra",62.25232,-164.32792,19040805,"SOIL","Soil","",NA,0.09,NA,NA,2001-07-25,900,"","",NA,NA,12
"CR000642","20010724","","","","","marsh",62.54551,-163.64429,19040805,"SOIL","Soil","",NA,0.075,NA,NA,2001-07-24,750,"","",NA,NA,12
"CR000643","20010726","","","","","tundra, grass",61.71214,-164.70296,19040805,"SOIL","Soil","",NA,0.085,NA,NA,2001-07-26,850,"","",NA,NA,12
"CR000644","20010804","","","","","blackberries,moss berry",61.00884,-162.67631,19030502,"SOIL","Soil","",NA,0.065,NA,NA,2001-08-04,650,"","",NA,NA,12
"CR000645","20010804","","","","","moss, lichen",61.0258,-162.39071,19030502,"SOIL","Soil","",NA,0.08,NA,NA,2001-08-04,800,"","",NA,NA,12
"CR000652","20010803","","","","","grass,moss,lichen,tundra",60.20422,-162.92787,19030502,"SOIL","Soil","",NA,0.055,NA,NA,2001-08-03,550,"","",NA,NA,12
"CR000655","20010804","","","","","moss,lychen",59.84336,-161.14995,19030502,"SOIL","Soil","",NA,0.19,NA,NA,2001-08-04,1900,"","",NA,NA,12
"CR000656","20010723","","","","","",62.79165,-164.73456,19040805,"SOIL","Soil","",NA,0.08,NA,NA,2001-07-23,800,"","",NA,NA,12
"CR000657","20010724","","A","","","",62.63,-164.06822,19040805,"SOIL","Soil","",NA,0.095,NA,NA,2001-07-24,950,"surface","NA",NA,NA,12
"CR000658","20010728","","","","","high grass, tundra",61.13692,-163.70868,19030502,"SOIL","Soil","",NA,0.085,NA,NA,2001-07-28,850,"","",NA,NA,12
"CR000659","20010805","","","","","moss,berry,lichen",61.44711,-162.289,19030502,"SOIL","Soil","",NA,0.1,NA,NA,2001-08-05,1000,"","",NA,NA,12
"CR000660","20010727","","","","","dry tundra",58.95965,-156.85444,19030206,"SOIL","Soil","",NA,0.07,NA,NA,2001-07-27,700,"","",NA,NA,12
"CR000663","20010803","","","","","grass, brush",57.40479,-157.45968,19030202,"SOIL","Soil","",NA,0.195,NA,NA,2001-08-03,1950,"","",NA,NA,12
"CR000665","20010803","","","","","grass,moss,tundra",60.04873,-162.03719,19030502,"SOIL","Soil","",NA,0.08,NA,NA,2001-08-03,800,"","",NA,NA,12
"CR000671","20010803","","","","","grass,moss,lyden",59.69703,-161.35992,19030502,"SOIL","Soil","",NA,0.1,NA,NA,2001-08-03,1000,"","",NA,NA,12
"CR000672","20010727","","","","","grass",61.13308,-165.60562,19040805,"SOIL","Soil","",NA,0.09,NA,NA,2001-07-27,900,"","",NA,NA,12
"CR000673","20010725","","","","","grass, tundra",62.19136,-164.58914,19040805,"SOIL","Soil","",NA,0.075,NA,NA,2001-07-25,750,"","",NA,NA,12
"CR000674","20010724","","","","","generic",62.53867,-163.72476,19040805,"SOIL","Soil","",NA,0.065,NA,NA,2001-07-24,650,"","",NA,NA,12
"CR000689","20010803","","","dry tundra","","dry tundra",57.47012,-157.92118,19030202,"SOIL","Soil","",NA,0.08,NA,NA,2001-08-03,800,"","",NA,NA,12
"CR000690","20010730","","","","","marsh,tundra",60.54567,-163.87549,19030502,"SOIL","Soil","",NA,0.065,NA,NA,2001-07-30,650,"","",NA,NA,12
"CR000691","20010730","","","","","marsh,tundra",60.54693,-163.74901,19030502,"SOIL","Soil","",NA,0.075,NA,NA,2001-07-30,750,"","",NA,NA,12
"CR000692","20010801","","","","","grass,berries",60.03336,-163.14178,19030502,"SOIL","Soil","",NA,0.06,NA,NA,2001-08-01,600,"","",NA,NA,12
"CR000693","20010801","","","","","",59.8275,-164.22142,19030502,"SOIL","Soil","",NA,0.075,NA,NA,2001-08-01,750,"","",NA,NA,12
"CR000698","20010729","","","","","marsh,tundra",60.86694,-164.73653,19030502,"SOIL","Soil","",NA,0.055,NA,NA,2001-07-29,550,"","",NA,NA,12
"CR000701","20010729","","","","","moss lichen tundra",60.72396,-164.24095,19030502,"SOIL","Soil","",NA,0.035,NA,NA,2001-07-29,350,"","",NA,NA,12
"CR000702","20010729","","","","","tundra,moss,lichen",60.78593,-163.92041,19030502,"SOIL","Soil","",NA,0.055,NA,NA,2001-07-29,550,"","",NA,NA,12
"CR000703","20010729","","","","","",60.87454,-163.86847,19030502,"SOIL","Soil","",NA,0.075,NA,NA,2001-07-29,750,"","",NA,NA,12
"CR000704","20010801","","","","","",60.38853,-163.56731,19030502,"SOIL","Soil","",NA,0.125,NA,NA,2001-08-01,1250,"","",NA,NA,12
"CR000705","20010801","","","","","marsh,tundra",60.03328,-163.23425,19030502,"SOIL","Soil","",NA,0.055,NA,NA,2001-08-01,550,"","",NA,NA,12
"CR000706","20010801","","","","","small brush,marsh",60.29581,-163.45811,19030502,"SOIL","Soil","",NA,0.085,NA,NA,2001-08-01,850,"","",NA,NA,12
"CR000707","20010801","","","","","",60.46222,-163.25569,19030502,"SOIL","Soil","",NA,0.08,NA,NA,2001-08-01,800,"","",NA,NA,12
"CR000708","20010801","","","","","wild dandelions",60.61403,-163.44077,19030502,"SOIL","Soil","",NA,0.075,NA,NA,2001-08-01,750,"","",NA,NA,12
"CR000709","20010801","","","","","marsh, tundra",59.86532,-163.74255,19030502,"SOIL","Soil","",NA,0.1,NA,NA,2001-08-01,1000,"","",NA,NA,12
"CR000710","20010801","","","","","",59.97852,-163.23535,19030502,"SOIL","Soil","",NA,0.06,NA,NA,2001-08-01,600,"","",NA,NA,12
"CR000711","20010801","","","","","tall grass, berries",59.95581,-163.13863,19030502,"SOIL","Soil","",NA,0.085,NA,NA,2001-08-01,850,"","",NA,NA,12
"CR000712","20010730","","","","","moss,lichen",60.54174,-165.06432,19030502,"SOIL","Soil","",NA,0.09,NA,NA,2001-07-30,900,"","",NA,NA,12
"CR000713","20010729","","","","","marsh",60.95702,-165.0665,19040805,"SOIL","Soil","",NA,0.085,NA,NA,2001-07-29,850,"","",NA,NA,12
"ST006270","20020710","","A(p)","","lava flow","",19.68553,-155.2937,20010000,"SOIL","Soil","",NA,0.069,NA,NA,2002-07-10,690,"surface","NA",NA,NA,12
"ST006271","20020604","","NONE","marsh","hilly marshland","pine, alder, grass, shrubs",62.13278,-162.48736,19040804,"SOIL","Soil","",NA,0.063,NA,NA,2002-06-04,630,"subsurface","NA",NA,NA,30
"ST006274","20020608","","","tundra","low flat","moss, small spruce, labrador tea, salmon berry, dwarf birch",61.64313,-160.62322,19030502,"SOIL","Soil","",NA,0.105,NA,NA,2002-06-08,1050,"","",NA,NA,12
"ST006275","20020802","","A","woods","moderate","trees",38.03722,-86.14833,5140104,"SOIL","Soil","",NA,0.025,NA,NA,2002-08-02,250,"surface","NA",NA,NA,12
"ST006283","20020723","","","crops","","",41.70222,-84.85556,4050001,"SOIL","Soil","",NA,0.081,NA,NA,2002-07-23,810,"","",NA,NA,12
"ST006284","20020714","","SURFACE","farm field","","",19.51336,-155.01006,20010000,"SOIL","Soil","",NA,0.077,NA,NA,2002-07-14,770,"surface","NA",NA,NA,12
"ST006286","20020604","","NONE","lowland tundra","hummocky","berry, moss, scrub pine",62.14809,-162.26899,19040804,"SOIL","Soil","",NA,0.124,NA,NA,2002-06-04,1240,"subsurface","NA",NA,NA,30
"ST006291","20020611","","","","hilly","scrub pine, cotton grass, berry",61.37157,-159.61597,19030502,"SOIL","Soil","",NA,0.065,NA,NA,2002-06-11,650,"","",NA,NA,12
"ST006314","20011009","","","crops, suburban","","",41.03556,-87.37389,7120001,"SOIL","Soil","",NA,0.048,NA,NA,2001-10-09,480,"","",NA,NA,12
"ST006319","20020604","","NONE","mountainous","mountainous","alder, moss",61.78304,-162.72356,19040805,"SOIL","Soil","",NA,0.081,NA,NA,2002-06-04,810,"subsurface","NA",NA,NA,30
"ST006323","20020609","","","woods","flat","birch, spruce, grass, equisetum",61.76229,-160.65023,19030502,"SOIL","Soil","",NA,0.109,NA,NA,2002-06-09,1090,"","",NA,NA,12
"ST006324","20020609","","","hilly","low","moss, caribou moss, small spruce, willow, dwarf birch",61.87781,-160.02711,19040804,"SOIL","Soil","",NA,0.085,NA,NA,2002-06-09,850,"","",NA,NA,12
